Information about barcoded specimens. Sample Ids starting with "cvb" derive from a preliminary study about army ant diets and are not considered in army ant-prey network analyses.																											
Sequence information and depository								Systematic classicfication									Life history information		Collection information								
BOLD Project Code	Process ID	Sample ID	BIN	COI Sequence Length	GenBank Accession	Image Count	Specimen Deposition	Phylum	Class	Order	Family	Subfamily	Genus	Species	Identifier	Identification Method	Life Stage	Associated Taxa	Collectors	Collection Date	Country	State/Province	Region	Exact Site	Event Time	Habitat	Collection Notes
APREY	APREY470-18	PH_EM66_ec_np_01	BOLD:AAC8570	560	MK207788	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Neoponera	Neoponera crenata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY471-18	PH_EM66_ma_np_02	No BIN	493	MK207744	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Mayaponera	Mayaponera constricta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY472-18	PH_EM66_po_np_03	No BIN	236	MK207806	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Neoponera	Neoponera unidentata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY473-18	PH_EM66_str_np_04	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY474-18	PH_EM66_myrm_np_05	BOLD:ADN5725	597	MK208171	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY475-18	PH_EM66_po_l_06	No BIN	336	MK207851	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus meinerti	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY476-18	PH_EM66_ma_l_07	No BIN	421	MK207743	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Mayaponera	Mayaponera constricta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY477-18	PH_EM66_ma_l_08	No BIN	421	MK207742	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Mayaponera	Mayaponera constricta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY478-18	PH_EM66_myr_l_09	BOLD:ABA0438	563	MK207487	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Apterostigma	Apterostigma dentigerum	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:10	Tropical rainforest	collected during army ant raiding
APREY	APREY479-18	PH_EM67_g_np_01	BOLD:AAG0933	664	MK207722	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ectatomminae	Gnamptogenys	Gnamptogenys interrupta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:00	Tropical rainforest	collected during army ant raiding
APREY	APREY480-18	PH_EM67_po_l_02	BOLD:AAQ0957	525	MK207711	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ectatomminae	Ectatomma	Ectatomma gibbum	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:00	Tropical rainforest	collected during army ant raiding
APREY	APREY481-18	PH_EM67_ph_l_03	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:00	Tropical rainforest	collected during army ant raiding
APREY	APREY482-18	PH_EM68_phq_np_01	BOLD:AAB6974	502	MK208078	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole rugiceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:30	Tropical rainforest	collected during army ant raiding
APREY	APREY483-18	PH_EM68_an_l_02	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:30	Tropical rainforest	collected during army ant raiding
APREY	APREY484-18	PH_EM68_myr_l_03	BOLD:AAP9732	610	MK207485	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Apterostigma	Apterostigma dentigerum	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:30	Tropical rainforest	collected during army ant raiding
APREY	APREY485-18	PH_EM69_an_np_01	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	16-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:45	Tropical rainforest	collected during army ant raiding
APREY	APREY486-18	PH_EM69_myrm_np_02	BOLD:AAB6974	614	MK208079	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole rugiceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	16-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:45	Tropical rainforest	collected during army ant raiding
APREY	APREY487-18	PH_EM69_an_l_03	BOLD:ADG9024	608	MK207463	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Anochetus	Anochetus mayri	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	16-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:45	Tropical rainforest	collected during army ant raiding
APREY	APREY488-18	PH_EM69_myr_l_04	No BIN	380	MK208163	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys rogeri	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	16-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:45	Tropical rainforest	collected during army ant raiding
APREY	APREY489-18	PH_EM70_pa_np_01	No BIN	426	MK207904	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Pachycondyla	Pachycondyla harpax	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00	Tropical rainforest	collected during army ant raiding
APREY	APREY490-18	PH_EM70_g_l_02	BOLD:ADO0469	610	MK208132	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Platythyrea	Platythyrea punctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00	Tropical rainforest	collected during army ant raiding
APREY	APREY491-18	PH_EM70_po_l_03	No BIN	378	MK207850	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus meinerti	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00	Tropical rainforest	collected during army ant raiding
APREY	APREY492-18	PH_EM71_od_np_01	No BIN	211	MK207852	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus meinerti	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:40	Tropical rainforest	collected during army ant raiding
APREY	APREY493-18	PH_EM71_pa_l_02	BOLD:ADO6955	576	MK207909	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Pachycondyla	Pachycondyla harpax	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:40	Tropical rainforest	collected during army ant raiding
APREY	APREY494-18	PH_EM71_od_l_03	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:40	Tropical rainforest	collected during army ant raiding
APREY	APREY495-18	PH_EM71_ma_l_04	BOLD:AAG0940	559	MK207805	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Neoponera	Neoponera unidentata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:40	Tropical rainforest	collected during army ant raiding
APREY	APREY496-18	PH_EM72_g_np_01	No BIN	490	MK207719	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ectatomminae	Gnamptogenys	Gnamptogenys hartmani	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:50	Tropical rainforest	collected during army ant raiding
APREY	APREY497-18	PH_EM72_gm_np_02	BOLD:ADO0956	536	MK207720	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ectatomminae	Gnamptogenys	Gnamptogenys hartmani	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:50	Tropical rainforest	collected during army ant raiding
APREY	APREY498-18	PH_EM72_g_l_03	BOLD:ADO0956	584	MK207721	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ectatomminae	Gnamptogenys	Gnamptogenys hartmani	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:50	Tropical rainforest	collected during army ant raiding
APREY	APREY499-18	PH_EM72_acanq_np_04	BOLD:AAL7282	553	MK208152	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys cordovensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:50	Tropical rainforest	collected during army ant raiding
APREY	APREY500-18	PH_EM72_myrm_np_05	No BIN	494	MK208170	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:50	Tropical rainforest	collected during army ant raiding
APREY	APREY501-18	PH_EM73_pa_np_01	BOLD:ACF1030	544	MK207897	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Pachycondyla	Pachycondyla harpax	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	21-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:40	Tropical rainforest	collected during army ant raiding
APREY	APREY502-18	PH_EM73_ma_kp_02	BOLD:AAP3408	659	MK207766	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Mayaponera	Mayaponera constricta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	21-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:40	Tropical rainforest	collected during army ant raiding
APREY	APREY503-18	PH_EM73_pom_kp_03	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Pachycondyla	Pachycondyla constricta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	21-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:40	Tropical rainforest	collected during army ant raiding
APREY	APREY504-18	PH_EM73_myr_l_04	BOLD:AAB6974	621	MK208042	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole rugiceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	21-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:40	Tropical rainforest	collected during army ant raiding
APREY	APREY505-18	PH_EM76_dolq_np_01	No BIN	314	MK207736	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Hypoponera	Hypoponera sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY506-18	PH_EM76_tr_np_02	BOLD:AAH3205	596	MK208188	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Trachymyrmex	Trachymyrmex cornetzi	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY507-18	PH_EM76_dol_np_03	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY508-18	PH_EM76_ma_l_04	No BIN	371	MK207768	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Mayaponera	Mayaponera constricta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY509-18	PH_EM76_poq_a_05	BOLD:AAC2496	645	MK207738	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Hypoponera	Hypoponera sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton mexicanum	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY510-18	PH_EB30_neo_np_01	No BIN	316	MK207779	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Neoponera	Neoponera apicalis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY511-18	PH_EB30_forq_kp_02	BOLD:AAM6944	576	MK207623	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus senex	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY512-18	PH_EB30_phq_np_03	BOLD:AAH8543	603	MK208125	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole walkeri	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY513-18	PH_EB30_ph_np_04	BOLD:AAH8543	660	MK208122	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole walkeri	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY514-18	PH_EB30_undet_l_05	BOLD:AAH8543	593	MK208124	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole walkeri	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY515-18	PH_EB31_ca_np_01	BOLD:AAB9970	597	MK207515	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus atriceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	24-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:30	Tropical rainforest	collected during army ant raiding
APREY	APREY516-18	PH_EB31_ca_l_02	BOLD:AAB9970	564	MK207525	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus atriceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	24-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:30	Tropical rainforest	collected during army ant raiding
APREY	APREY517-18	PH_EB32_ca_np_03	BOLD:AAB9970	559	MK207519	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus atriceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	25-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:30	Tropical rainforest	collected during army ant raiding
APREY	APREY518-18	PH_EB33_casmallq_np_01	BOLD:AAG6737	666	MK207563	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus excisus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	28-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:15	Tropical rainforest	collected during army ant raiding
APREY	APREY519-18	PH_EB33_calong_l_02	BOLD:AAB9970	508	MK207516	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus atriceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	28-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:15	Tropical rainforest	collected during army ant raiding
APREY	APREY520-18	PH_EB33_pa_kp_03	No BIN	342	MK207776	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Neoponera	Neoponera antecurvata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	28-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:15	Tropical rainforest	collected during army ant raiding
APREY	APREY521-18	PH_EB33_calong_np_04	No BIN	428	MK207512	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus ager	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	28-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:15	Tropical rainforest	collected during army ant raiding
APREY	APREY522-18	PH_EB33_casmall_kp_05	BOLD:AAG6737	662	MK207564	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus excisus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	28-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:15	Tropical rainforest	collected during army ant raiding
